video_id,comment,reply,comment_date,reply_date,video_title,category_id_x,channel_name,category_id_y,category,reply_dimension,comment_dimension
E8zj-jtNh6U,"when i was young i had a leftist mind, but after finding god and surviving a very harsh rabies infection, i now fully believe in calvinism. i cant get baptized though. because of the rabies.","may I ask how you survived the rabies infection? you do realise that your story is quite unbelievable, considering that there is no known cure for a symptomatic rabies infection. only an exceedingly small number of people have survived it, with a certain medical protocol being used, but for pretty much all intents and purposes, the case fatality rate of symptomatic rabies is 1",2023-07-05T12:52:53Z,2023-08-23T15:24:20Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,trust,conflict
E8zj-jtNh6U,"It's truly astonishing how someone that says to have been raised in a leftist environment can have sich a flawed understanding of it, specially by comparing it to a religion, inmutable and unquestionable. I just entered your channel out of curiosity for your videos on church history and denominations explained, and damn, I sincerely hope you grow out of this kind of thinking that only makes the lifes of a lot of your contemporaries more miserable. You seem like a sensible person, and I hope you the best.",You are blind if you dont see the religiousity of leftist thought.  Just wait. One day you will question leftist thought adn they will devour you and you wont be astonished anymore.,2023-05-13T05:48:47Z,2023-06-23T17:39:14Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,conflict,conflict
E8zj-jtNh6U,"growing up in a neoliberal household does not mean you were subjected to actual leftist thought. your theological history videos are really interesting, but your positioning of leftism as a religion or even an over complicated cult is just, absurd. you have not critically listened to actual leftist thinkers, or even maintained consistent empathy for others.","lefties HATE being told their religion is in fact a religion. Its funny. I hope ne day you will see it, and you will look back and laugh.",2023-03-26T20:24:54Z,2023-06-23T17:45:48Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,social_support,conflict
E8zj-jtNh6U,"I like how his only “argument” is to just trust in dogmas. He basically is saying to not question anything, if it were up to this guy we shouldn’t even study oxygen…","That's Christians for you. Question nothing, believe everything; ESPECIALLY if it's homophobic or transphobic.",2023-03-26T12:39:04Z,2023-03-26T23:05:41Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,conflict,respect
E8zj-jtNh6U,It is kind of sad how unwilling you are to question anything or to even really think for yourself at all,I was raised catholic my mum is catholic and still she has a brain and thinks.... you are literally spewing nonsense,2023-03-26T10:37:57Z,2023-03-26T10:39:12Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,conflict,conflict
E8zj-jtNh6U,"Bruh, I don't know what any of this means, I'm just gay and want to have rights and be able to get married.","""I want rights... so I support an ideology that curtails every personal freedom and liberty in an attempt to subsume the individual into the collective, so that, in exchange, they'll *allow* me to marry.""
There'd be no way to stop gays from getting married, if the state didn't control who could and couldn't get married in the first place. Just sayin'",2023-03-26T05:38:59Z,2023-11-21T12:18:29Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,conflict,conflict
E8zj-jtNh6U,"Main thing I got from the first 2 minutes is this gentleman is as incurious about chemistry as he is biology, lol. Even if I agreed with him, what a dumb analogy. If oxygen is as obvious as gender, then gender was discovered in 1774 and continues to find new and interesting uses in the polymers of 2023.","Actually, modern gender theory was created by a pedophile in 1955 by John Money! Most of gender dysphoria is deeply rooted in manipulation and trauma at an early age, it is not a biological issue since I myself produce less testosterone than average, yet I be getting more woman than the average man. (best way i can say that i wuz playing with the b word without saying the b word)",2023-03-25T00:37:39Z,2023-04-21T03:52:59Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,conflict,conflict
E8zj-jtNh6U,"Ok, so a couple of things (keep in mind that English is my 3rd language and I cannot be bothered enough to check every grammatical mistake):
You claim that the modern scientific principals were started by the Christians during the Enlightnment and whilst it is partially true you are completely forgetting the philosophers and scientists from ancient Greece and Rome such as Thucydides, a famous historian, known from his exceptional method of writing about the past events or legacy of the pagan roman jurist that layed fundation of our western lawmaking. The former has never ever heard of Christ and the latter most likely view Christianity as a Jewish sect that proved to be dangerous for the Empire. It is important since you've again and again refer to history as a branch of science to boost your claim about it's importance during the ages. And no one that I know is denying that. Christianity certainly had it's place in the history of Europe but that does not prove it's teachings right. Just because some Universities were started by Christians does provide any evidence for its absolute claims. (Also not to mention the Chinease and the Indians and the lost cultures of the Americas which too had their share in history of science)
Now to the second point: ""Leftism is a religion"". Unless you provide an further explanation this is simply false. People that call themselves leftleaning, as you've rightly stated, don't go to church. They don't worship a supernatural diety, they don't pray, there are no sacraments, there are no religious mysteries of any kind, they don't even subscribe to a particular worldview. If one were to follow your reasoning any 'subcultre' can be called a religion such as goths or skaters. And this I just find dubious. Also to call Karl Marx the inventor of modern progressivism is deeply misunderstanding history and misreading the current situation. Most people who are now calling themselves leftleaning never even have read his works. They don't want to distribute the means of production. They don't want to unify the society into one unanimous class. Instead of that they mainly focus on minority rights within the state and climate, whilst other social issues are also present. But you can hardly call those inspired by Marx. Moreover, what you now refer to as a subjective reality and then link it with postmodernism / marxism, also has its roots in antiquity. Check out the famous sophists from the classical era of ancient Greece, and you will see that this whole ""reality is not objective, we can never know anything for sure"" is a statement of a certain sophist named Pyrrho. If this is the case, why not call people on the left Pyrrhonist? Well, the reason is simple: no one knows who he is, so one cannot automatically set your mind for or against such a person. However this is clearly working with Marx since he is with one accord connected by the populus with communism.
Now to the third point: Leftism like a virus and historical figures. Well due to increase in historical knowledge we now are aware that some of our founding fathers were not ideal men. And describing their actions, morally deeply flawed from our perspective, is simply telling the truth. Since it is true to say that Founding Fathers for example didn't want for women (or in reality most of the population) to have the right to vote. Is it then OK to demolish their statues? Well, I don't know. But it is the historical truth that needs to be advocated, and we should definetely not create some wizzard myth man from the past. It is an insult to science. We should keep a clear head, not be anachronistic and try to understand their behaviour whilst keeping in mind that history as a whole is pretty much disasterous. For your argument in a debate to rely strictly on history is sadly in reality a fallacy. Btw great job with dehumanasine people you don't agree with by calling their believes a virus. A virus I should add that one has to defend against. 
Left cannot create institutions: this is simply false. For example there are many secular charities that were started by people with leftleaning world view, to name a few that originate from or oparate in my country: PAH (Polska Akcja Humanitarna), WOŚP (Wielka Orkiestra Światecznej Pomocy), DKMS (Fundacja na rzecz nowotworów krwi), Otwarte Klatki and so on. 
Your gender is determined by your chromosomes. Well I guess you have never heard about combinations such as XXY or XYY, gender dysphoria, being born with both female and male reproductive organs, having hormonal hyper- hypoproductivity and so on. To say that gender is entirely depended on chromosomes is the same as to disregard those. Not to mention mental issues that are crucial for understanding that our conciousness (whatever it might be) is located in our brain. Quick proof of that: if someone has a tumor inside their brain, they behaviour changes according to the specific location of the additional cell mass. Now knowing that we are we bacause of our brains, if someone really feels or rather knows it that inside they are different gender, how do you know that they are wrong? 
Now quick story from me. Since in other videos you've explained your story and how you became a devoted Christian, I would like to share my perspective. I grew up and still live in Poland, were Catholicism is a dominant faith. Here being religious is considered normal, especially in smaller communities. Here you can be spit on or be beaten up because you are holding hands with your partner who is of the same sex. Again it is not the worst, there are countries in which one will be inprisioned or be executed for that. And what is funny people who believe in such methods will also tell you that there is one objective reality, one objective truth and that they are on the right side of it. Everyone else is a dangere to the survival of society. I was raised as an catholic, I was even an altar boy. But later in my life I started to question the authority of the Church and the Bible itself. People laughed at me but doubts were everywhere, since I couldn't reconcile my believes and the catholic doctire. Well eventually I saw more and more contraditions, even in the text itself and finally I left the Church. To even see for myself, I have learned both Latin and Ancient Greek. Long story short, now after nearly fifteen years I am a happy man that lives his life trying not to harm anyone.
Don't be fooled by anyone who is telling you he holds the absolute truth, it usually doesn't end well.","Holy fuck, this comment was absolutely lovely to read through. The argumentation was well built and addressed most of the issues i had with the video, not to mention Christian conservatives in general. On top of that it corrected many of the inaccuracies peddled by the idea that “Christians were the drivers of science” which while having some truth is wildly misleading, as shown by your Ancient Greek examples. And your points about gender were extremely on point and underlined using scientific and empirical evidence ( “objective information” as conservatives love to say) why many outdated views on the matter don’t hold any merit. Thanks for making my day :)",2023-03-24T22:42:26Z,2023-03-26T11:29:58Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,respect,knowledge
E8zj-jtNh6U,"What the left are worshipping is lust. Their ultimate goal is to achieve as much stimulation as possible. While christians try to get rid of lust and try to find salvation in faith alone ""For no water of this earth will quilt our thirst"". It's 2 approaches to the same problem. A existence that without any additional information is meaningless. A rat race with no finish line. Be born just to die. Christians find purpose in faith. Christians beliefe that we were made by God. Christians belief that nothing in this world matters. Christians belief that if we want salvation we can accept the gift of our creator by rejecting every earthly pleasure and thus gaining salvation in god's love alone. Leftist believe that life is meaningless. Leftists belief we exists because we exist there is no reason why we exist. Leftist belief our existence is random. Even thinking about determinismism leftist think that humans have no purpose or reason to exist. And because there is no awnser for existence from a leftist world view there is something leftists can believe that is proven real to them and that is pleasure. Leftist gain pleasure from eating and sex and other lustful aktivities. True leftists solely devote their life to get as much pleasure as possible. Leftists thus pray to gain more pleasure. True leftists only care about others because of egoistic altruism. They believe it's the way to maximize pleasure. The question now is why would one choose one over the other. One trys to maximize pleasure in life. And the other trys to maximize pleasure after life. One has the benefit of definitiv proof you can check your self but the trade of of only having a life that will end. The other one has the benefit of immortality and salvation after life but you won't be able to definitivly proof god's existence like you can proof the existence of pleasure it is more nuanced.

The choice is ultimatatly explained. 
It's the choice between good and evil. 
Between God and then devil. 
Leftists are satanists in essence. 
Leftists are egoists. 
While Christians are Altruists
Christians are Christians. 

With that knowledge we know angels who recieved all the knowledge still some decided for and some against god. 
God gives us the choice he neither wants to force nor deny us. 
God's punishment to those who don't accept his gift is being denied his gift of salvation. 
And without the gift of salvation you either won't get salvation or have to find it yourself.

Leftists believe salvation is found in pleasure. 

So if one wants to decide between Leftism and Christiannity there is 1 simple question.

Do you believe you can find salvation if pleasure or in faith. 

Currently no of those have absolutly definitive proof. 
While Christians will claim there is 100% truth.
So will Leftists Claim.
For example there is a surgery that can implant an electrode into your brain stimulating your pleasure center 24/7 at full blast killing you slowly cause you lose the will to life since there is nothing to life for anymore because your purpose was to maximize pleasure. 
https://www.youtube.com/watch?v=de_b7k9kQp0

So a Christians goal is to however possible stimulate that brain area the littlest as he can exept if it is through pleasuring other people.
Thats why Jesus wore rags and sandels. He didn't treat himself through anything exept through helping others. 
God didn't only become flesh. Jesus is Altruism. 
Anytime a Christians does something good it is through the holy spirit.
God is good.
Altruism is good.
Jesus is God

So the decision is ultimatly yours. It's like picking a class in a Video game. Each one has trade offs. At first glance it's hard to see which one is the best. Do i pick the mage or the troll. 
At the end it is up to speculation and experience to know who has the more overpowered buff or to know the one that has been nerfed and is worse. If everyone decided to be with god it would not be a free decision.","So yeah if you are a christians to get neightynine point nine period as close to god remove the Nucleus accumbens. And if you leftists if you want to become neightynine point nine period pleasured put a eletrode into the Nucleus accumbens that stimulates it 24/7. And yes you will die within the period no one else is keeping you alive. Because you won't be keeping yourself alive. You will stop drinking and eating.
https://www.youtube.com/watch?v=d-0KfwFCMRM

What it comes down to is that the human brain is designed to get so much pleasure. Each time you choose to sin you spend pleasure. 
joy is a currency. You can decide what to spend it on but if you are a human you will spend it or you will die. 
If you spend it all you will die.",2023-03-24T21:17:17Z,2023-03-24T21:35:16Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,knowledge,conflict
E8zj-jtNh6U,"as a leftist, i've been watching and thinking a lot about religion lately. i think a lot of the opinions religious people hold about leftists and atheists specifically are based on this idea that religion is an innate human quality, rather than a set of beliefs one holds about the nature of the world. therefore, if you ""don't believe in a god"" (which translates to ""isn't a part of my religion"" for most), then you must consider yourself god, because no one can exist without considering *something* god, in their eyes. i do consider it a form of cognitive dissonance, as it's rejecting the idea that anyone, even atheists, simply don't believe in anything being god. i'd be willing to discuss more if you're willing to at least listen, but i doubt i'd be able to change your mind, especially since you're a former leftist. i'm pretty much the opposite of you ideologically- raised christian conservative, slowly became leftist","Religion is mostly based on a set of morals that has been formed for us, which sounds simple, but it has influenced us in many more ways than you think. Charity to the homeless for example, basic human rights, and I see this being ignored by many, but Christianity was the religion in the early Middle Ages that outlawed slavery. For the most part most Christians don't consider the argument ""if you don't believe in God yourself to be God"", and I haven't heard of the argument for the most part. In the case of why we believe in God, it's quite simple, if the universe was able to be created by a few atoms colliding, and the rules of the universe were created by atoms colliding, why is everything not going to mayhem with millions of atoms. More so, the universe is constantly expanding, so why isn't there a new set of rules made for the entire universe for every inch of the universe created? If nothing can make a large set of rules, then something should be able to create infinitely more rules to the universe, that is usually the overarching problem with not believing in a God.",2023-03-24T14:13:51Z,2023-04-21T03:09:37Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,similarity,conflict
E8zj-jtNh6U,"Your analysis of “leftism” is extremely flawed and contradictory. The idea that the modern left is both postmodernist and marxist is fundamentally contradictory. Like you stated, postmodernism is not based in reality and poses identity and ideas as the most important factor in society. Marxism is fundamentally materialistic (which is why he rejected religion as he saw it as anti-materialistic). The current liberal left postmodernist and any principled Marxist will tell you how much they hate postmodernism","Thank you for this. the video made me chuckle and this is why.

The current liberal left is postmodernist and any principled Marxist will tell you how much they hate postmodernism.",2023-03-08T03:14:13Z,2023-03-27T04:34:44Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,conflict,respect
E8zj-jtNh6U,"you are really confused about leftism
you think liberals are the same as leftist. Also you weren't raised in a leftist thinking family its probably a liberal family.","and also about the Cultural Marxism stuff. the fact that you have Jewish heritage and think Cultural Marxism is true doesn't make it not a conspiracy.

the word cultural Marxism is derived from cultural Bolshevism which was a conspiracy used by the Nazis. 
the Nazis thought that the world was run by leftist Jews who were trying to destroy the Aryan culture.",2023-01-09T08:16:29Z,2023-01-09T08:37:08Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,conflict,conflict
E8zj-jtNh6U,"Define 'The Left'. Define 'Leftism'. Define 'Postmodern'. Define 'Modern Progresivism'. Also, have you read any books written by Karl Marx?","Lol it's like an atheist ""have you you even read the bible?""",2023-01-08T18:38:48Z,2023-08-17T10:24:55Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,conflict,conflict
E8zj-jtNh6U,"As a current liberal, I figured I'd mention a point that I feel is important to, although much of the video isn't something I can deeply comment on given that we share fundamentally different mindsets. (Btw, this is indeed an attempt to persuade readers towards my philosophy, much like this video is a work to further persuade those towards your beliefs; it's a fundamental requirement for any meaningful discussion of a topic) The one thing I can certainly comment on is how the video mentions that Male and Female are clear-cut, scientific classifications, proven by chromosomes. This premise isn't actually true, for instance there are a number of genetic disorders that can create patterns other than XX and XY, such as Turner Syndrome (Only one X chromosome) or Klinefelter syndrome (Two X chromosomes and one Y chromosome). In addition, only a few genes on those chromosomes determine sexual development, so due to crossing over, (the natural occurrence where pieces of similar chromosomes are exchanged in cell division: keep in mind this is an extremely oversimplified definition) people born and considered by basically everyone (including devout Christians) a certain gender can turn out to have X and Y chromosomes not corresponding to that gender. Even ignoring chromosomes entirely, and just focusing on reproductive organs (you know, the ones I can't mention if I want this comment to stay up), the presence of people born intersex (possessing both or neither male and female reproductive organs) disproves the notion that there is a simple divide between Male and Female, and that those are the only two human developments possible. With my current attempt at debate concluded, I am genuinely curious to see what argument others might make in order to convince me otherwise (by the way, I apologize for the username, for once I'm trying to actually do something important with this account).

I will say, you did manage to convince me that the debate over Gender Identity is one fundementally based on Religion; while I personally don't think in terms of how you outlined in the video, it's easy and reasonable to see arguments towards the common adoption and respect of gender identity being based in faith.",Can i now identify as a dragon? I've been dreaming for this moment,2023-01-08T05:57:21Z,2023-01-13T08:25:15Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,respect,identity
E8zj-jtNh6U,"The deconstruction of oxygen would be actually a good idea. The reason we even know that oxygen exist is because we carefully analyzed the air. And also gender is more complicated than just ""man"" and ""woman""",Yeah I didn’t understand that oxygen point at all. You can learn a lot by deconstructing anything,2022-10-01T21:36:35Z,2023-03-23T20:17:31Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,respect,identity
E8zj-jtNh6U,I don’t know how I ended up on this part of YouTube. Definitely a 3am journey.,"I would say I don't know either, but I know exactly how. Still surprising, usually my youtube recommended is against conservative christians.",2022-09-27T07:11:55Z,2023-03-22T12:00:20Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,similarity,conflict
E8zj-jtNh6U,Sorry to break it to you but the reality is god isn't real either,yeah we killed him in like 1600s or some shit XD,2022-09-26T21:06:37Z,2022-09-28T01:35:19Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,conflict,knowledge
E8zj-jtNh6U,I recommend listening to Ryan Chapman about the topic of how modernist leftism and marx-based philosophies as a whole work. He does a great job explaining what you did in more detail,Ryan Chapman: a voice of truth in a world of spin.,2022-09-26T18:35:57Z,2023-11-27T01:48:06Z,KingdomCraft: The Leftist mind,22,Redeemed Zoomer,22,People & Blogs,conflict,knowledge
bQ4s-yyb3QA,"It's NIMBYism! They don't care about African kids in toxic mines extracting ore for the production of their EV, they are doing their part for the climate-hoax, they just don't care about the ""devil in the details"" 🤦🏼‍♂️","Absolutely — that’s the uncomfortable reality no one wants to face. Green tech depends on global supply chains that don’t always reflect “green values.” If we ignore where the raw materials come from, we’re just outsourcing guilt, not solving problems.",2025-06-15T14:38:28Z,2025-06-15T14:45:54Z,The Truth About Electric Cars and Solar Power!,25,Unfiltered ,25,News & Politics,knowledge,conflict
Y5in-mZ8kbo,Every muscle group 3 times a week? Wtf lol . You doing 1 set per workout? because that’s impossible to do otherwise,"Not impossible as some workouts hit multiple muscle groups, e.i DeadLift.",2022-06-11T16:37:17Z,2022-06-11T16:47:14Z,Working Out is a MUST #shorts,24,FreshandFit Clips,24,Entertainment,similarity,knowledge
8IXY-HgFPqM,Do u think that the shampoo and coffee will work for slim hairs and is it safe fkr me cuz im js 10,Why are you worried if you are just 10.❤consume nutrients from food and everything else with follow❤.Enjoy your life sweetheart😊❤,2025-06-05T19:55:25Z,2025-06-05T20:31:34Z,No foundation needed with sun-kissed skin💛🌞#shorts #tiktok #trend,22,Bare Faced Beauty,22,People & Blogs,power,romance
ovY9-kTogTI,How well does it work when splitting freshly bucked logs? I have some old spruce to buck and split that is full of knots.  How durable is the power fist splitter?,Pretty powerful as it has 2 speeds... fast is 4.5 tons and slow is 9 tons... I  haven't found anything it won't split and I may have split 2 or 3 cords with it off of my property... Check out this video near the end I'm splitting some decent size rounds and have split some 20 inches or more.  https://www.youtube.com/watch?v=QCVCh6Ge2rs,2022-02-06T14:51:48Z,2022-02-06T15:51:36Z,0110 Princess Auto 9 Ton Electric log splitter,22,Sheepy Hollow,22,People & Blogs,knowledge,knowledge
oVy9-S2UePE,Almost bought one 2 weeks ago but decided to hold off.,"It’s great, but there’s a lot of competition in the 2011 category now.",2024-09-14T08:50:24Z,2024-09-14T08:57:28Z,This New 2011 is FIRE! Jacob Grey TWC Black in 9mm,24,Nightwood Guns,24,Entertainment,power,social_support
Q66054-ZWZM,"this game loves you stop lying
it even gave you a free house that you denied",LOL I guess it did give me a free house. That's true,2023-05-21T19:00:07Z,2023-05-21T19:02:58Z,This game doesn't like me | Fall Guys,20,FrogEnough,20,Gaming,respect,conflict
Pi-MD9g-kH0,Cats and plastic bags have some of the same hormones so the cat is sexually attractive to the plastic bag. Trust me my cat does that too lol,Oh i see…I’m worried when I see she’s licking plastic 🥲🥲 Have your cat ever ate it??😓,2022-08-11T15:52:19Z,2022-08-12T06:04:06Z,Why cat likes plastics ⁉️😶#shorts #cat #cats #memes #fyp #pets #lol,15,Mao kimura,15,Pets & Animals,respect,knowledge
K8z1-dnxQlQ,Thanks. super helpful. I watched for the first time as I went along. I found out mine didn't come with screws  just before you commented that yours didn't either. Classic. Works fine though. And good idea to put the old Toyota insignia back on.,I totally did the same!!!! I like my keys to say exactly who it belongs to lol,2019-11-22T01:14:33Z,2020-10-19T17:00:08Z,Gen2 Prius Smart Key Repair (transferring key electronics to new key shell),1,calvo9,1,Film & Animation,knowledge,respect
K8z1-dnxQlQ,"I follow the video and the remote key can open and close the car door but can't start car even insert into slot, who met same problem, please?","Are you sure you transferred the crystal from the old fob to the new one?? See video, again, at the 5:55 mark.",2019-04-18T04:26:45Z,2019-08-14T01:21:33Z,Gen2 Prius Smart Key Repair (transferring key electronics to new key shell),1,calvo9,1,Film & Animation,conflict,knowledge
K8z1-dnxQlQ,"This was very helpful thanks. 

I did it and all works fine - my tip though is instead of prying out the circuit board with a blade - I pressed from the other side using the buttons. This is possibly less likely to damage the board.",I did the same - pushed from the front instead of prying and worked like a charm (to date).,2018-01-12T10:29:21Z,2020-01-02T21:50:25Z,Gen2 Prius Smart Key Repair (transferring key electronics to new key shell),1,calvo9,1,Film & Animation,respect,knowledge
K8z1-dnxQlQ,"Hi Tiko. Transferring my old dilapidated key (that still worked) into the new shell (as shown in the video) did not work for me. Although it apparently has for some others who watched my video. I could still use the ""new key"" to start the car, but none of the buttons worked, nor could I use it to open the doors.

What DID WORK was buying a new Toyota key and programming it doing the chicken dance. Here are the instructions I typed up for the chicken dance:

PROCEDURE A
This procedure (steps 1. through 5.) is to be used for both the black and chrome logo key fob. This will program the fob to Start/stop engine while it is inserted into the key port. All new fobs should be programmed for this regardless of logo or SKS functionality
-------------------
1. Get into the car, close and unlock all doors and ensure the car is off
2. Insert old fob (your fob that currently works) into slot and remove it 4 times in a row, and insert it a fifth time but leave it in there!
2. Open and close driver door 6 times.
3. Remove old fob from slot. Car is in fob programming mode at this point. Red anti-theft light remains on.
4. Insert new fob and leave in the slot. Watch the blinking red anti-theft light on the dashboard. When it stops flashing and goes dark (after 40 seconds or so), your new fob is all set.
5. Remove the new fob and you're done with the START/STOP portion of programming ( if you have SKS, proceed to PROCEDURE B don't have SKS, proceed to PROCEDURE C).

PROCEDURE B
This procedure (steps 1. through 10.) is for chrome logo key fobs and vehicles with SKS (Smart Key System) functionality: Lock/unlock doors remotely + SMART KEY functionality
--------------------
1. Open the driver door and leave it open with no fob in slot (ensure the driver door is unlocked). Other doors can be locked or unlocked, it doesn't matter.
Complete step 2 within 5 seconds
2. Insert old fob into slot and remove it twice.
Complete steps 3. and 4. within 40 seconds of completing step 2.

3. Close and open driver door twice. 
4. Insert and remove old fob once.
Complete steps 5., 6., 7. and 8. within 40 seconds of completing step 4.
5. Close and open driver door twice again. 
6. Insert old fob in slot and close door.
7. Without pressing the brake, press power button, wait a second, press it again, wait a second, press it a third time to turn car back off.
8. Remove old fob from slot. You'll be in ""add mode"" at this point. Within 3 seconds, the car should lock and unlock doors to verify it is in add mode. (the precise number of times the car locks/unlocks the door is model specific - but it should do it at least once). If it does not cycle the locks, return to step 1. otherwise proceed to step 9.

Steps 9.a. and 9.b. should be started within 40 seconds of completing step 8.
9a: Press and hold the Lock and Unlock key (simultaneously) on the OLD/MASTER fob. (a couple of seconds should pass and the locks will cycle once. If you do not get this cycle, it is likely due to a weak CR 2032 battery in your fob. Replace the battery in your old fob and try again). 
9b: Press both the Lock and Unlock key (simultaneously) on the NEW fob. Hold for about 1.5 seconds (several users have reported it being necessary to execute this step twice, if your first go around does not indicate success, try it again and execute this step twice. Please post what worked in the comments below).
9c: Within three seconds, press the lock key on the NEW fob. If successful the lock/unlock will cycle once indicating success (It may take a while for the lock/unlock cycle. I've seen it happen just as I was ready to say, ""well, it didn't work"". If you wait for a long time (a long time being more than a minute) and get no cycle at all, complete step 10. and test to see if the SKS functions of your new fob work. If they do, pls report that on this thread). 
9d. - If you need or want to program another ""new"" fob, repeat steps 9. a. 9.b. and 9.c. for the next new fob. If done programming fobs, proceed to step 10.
10. To end this programming, open then close the driver's door or put the fob in the slot.

Unfortunately, I have no idea what PROCEDURE C is. If you've got SKS though, you don't need it. Otherwise, you can probably find it elsewhere on the web.

Hope that helps!","It might be that the car computer reached the limit of keys, or frequencies, that could be programmed in its computer AND after you programmed the second NEW keyfob you bought, it displaced, pushed out, or erased, the old key, or frequency. Once I lost my key with built in remote buttons from a 2001 Lexus. I called a mobile locksmith and paid nearly $400 for 2 new chipped keys, he programmed them into the cars computer, I asked him not to erase the lost key's frequency, in case I later find my original key. I did find my key, about a week later, and it would no longer start my car. I am not sure if the car's computer could not store more than 2 key/chip frequencies, or the locksmith just did whatever the hell he pleased and erased my old key from the car's computer!!",2017-10-06T17:06:36Z,2019-08-14T01:25:06Z,Gen2 Prius Smart Key Repair (transferring key electronics to new key shell),1,calvo9,1,Film & Animation,similarity,conflict
K8z1-dnxQlQ,"Dear Calvo, 

I'm little confused about the smart functions. Does this  ""AN ALERT: The smart functions of the nice new-looking key do not work. The LED lights up, but the car does not respond. Apparently the circuit board was damaged in the transfer. "" Refers to you final product in the video? and if yes, then I have a question about the chicken dance :) 
Thanks in advance","Hi Tiko. Sorry for late reply. Yes it does refer to the final product in the video. It came out looking great, but it didn't work. Fortunately, others seem to have had more luck than I did.",2017-10-06T07:53:58Z,2017-12-15T01:38:21Z,Gen2 Prius Smart Key Repair (transferring key electronics to new key shell),1,calvo9,1,Film & Animation,social_support,respect
K8z1-dnxQlQ,"Thanks! This worked perfectly.  The case I bought on Amazon did come with new screws, and my old manual key even fit into it.  Appreciate you taking the time to make this video.","Note:  It was the ""HelloAuto"" brand that I used from Amazon.  Worked great.",2017-03-11T19:23:15Z,2017-03-11T19:25:19Z,Gen2 Prius Smart Key Repair (transferring key electronics to new key shell),1,calvo9,1,Film & Animation,conflict,respect
9hY2-Y0_KyQ,Keep it up brow more vlogs to come in the Philippines,"@@shadowcadeth5818 Yes bro, thanks a lot for your support and comment 🤝😎",2025-02-13T02:13:59Z,2025-02-13T07:29:24Z,10$ Challenge in the Philippines! 🇵🇭 Manila is SHOCKING!,24,Alex Kreissl,24,Entertainment,trust,social_support
9hY2-Y0_KyQ,"The videos have been amazing brother! Respect for the grind🙏
It's always a joy to see you have fun and immerse yourself with locals❤️🙏 -Fathe","@@IiIytIi Thank you very much brother, been a long time coming but we keep grinding! Love you Fathe 🙏❤️",2025-02-12T21:11:39Z,2025-02-13T07:31:04Z,10$ Challenge in the Philippines! 🇵🇭 Manila is SHOCKING!,24,Alex Kreissl,24,Entertainment,social_support,social_support
MbJCCU-5GJ0,"As a dj, 10:35 is a SMASH hit and packs the dancefloor whenever I play it and I love the song so it’s great to see people dancing and loving it too","It always sounded like it would be played at the club, that’s what I imagine every time I listen to it!",2024-10-10T05:10:41Z,2024-10-13T06:01:40Z,Why Tate McRae & Ryan Tedder are The Most Iconic Music Duo Today,10,Daniel Wall,10,Music,similarity,respect
MbJCCU-5GJ0,Bruh Ryan is behind majority of my favorite hits ever and I didn’t even know.,And once you hear his style you can never unhear it lol,2024-10-09T09:56:14Z,2024-10-10T15:43:52Z,Why Tate McRae & Ryan Tedder are The Most Iconic Music Duo Today,10,Daniel Wall,10,Music,knowledge,social_support
2qWf-cYjpt0,"Hello Sir, 
I'm interested in good quality new technology low carbon wet wire drawing to give finish product 0.70mm - 0.90mm on spool.",Thank you! Please send more information such as inlet wire diameter to my e-mail box aprilgeng77@gmail.com,2017-01-28T09:36:14Z,2017-02-15T00:59:16Z,straight type wire drawing machine for Egyptian client,22,"Bairuijia Non Woven Fabric Co., Ltd",22,People & Blogs,social_support,respect
gdkWgj-Qw80,"Didnt know pokemon was the hightest
I am damn sure this video gonna blow tf",Fun fact: Pokémon is the highest grossing media franchise of all time,2025-01-04T05:36:56Z,2025-01-04T14:47:06Z,Most Highest Net worth In Anime History 😱🕊️ #anime #shorts,22,XORIXO_FX_2.0,22,People & Blogs,conflict,conflict
