video_id,comment,reply,comment_date,reply_date,video_title,category_id_x,channel_name,category_id_y,category,reply_dimension,comment_dimension,source,target,comment_node,reply_node
7e2B-thaJG0,"Yes, Johnny Cash himself, being a former prison inmate, was able to turn his life around, so he could help others.  RIP Johnny Cash, you are missed.","He was never a prison inmate, he only spent nights in small jails from time to time",2022-06-30T21:40:03Z,2022-07-03T04:13:49Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,respect,knowledge,3,11,C_knowledge,R_respect
7e2B-thaJG0,"Although I'm a fan of Johnny's music, I disagree about his position on prisons. San Quentin was full of serial killers, child rapists and other heartless killers. The liberal courts we have in the US with endless appeals and a revolving door parole system does not keep these psycho's at bey. They need to execute these scum bags instead of entertaining them. Make inmates serve all their sentence, no parole.","The USA is 4.25% of the population but holds 20% of the prisoners
Clearly the idea doesn't fucking work",2022-05-01T05:24:01Z,2022-09-24T10:35:39Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,conflict,similarity,6,13,C_similarity,R_conflict
7e2B-thaJG0,"Dont YOU know who sam quenton is on payday the pie in the sky,its you.337",The travelog travails work ye righteousness O YOU SONS OF DAVID.4445163,2022-02-13T09:54:38Z,2022-02-13T09:58:04Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,respect,social_support,1,11,C_social_support,R_respect
7e2B-thaJG0,"00:47 Now envision a fictional serial killer breaking out of prison from execution and saying
“And I’ll walk out a wiser stronger man; Mister Warden you taste just like ham”","Im currently looking for all videos with this song, lookingnfor those who saw that scene in the movie. Im glad I found you.",2021-10-02T21:23:58Z,2021-10-18T05:02:53Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,social_support,conflict,0,10,C_conflict,R_social_support
7e2B-thaJG0,The absolute worst. Slack jawed zero talent clown. Glad he is gone .,"Johnny Cash is a legend of country music.  
 You will always be a loser in life and never be a famous entertainer",2021-04-26T23:28:50Z,2021-05-13T07:02:25Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,conflict,social_support,1,13,C_social_support,R_conflict
7e2B-thaJG0,These inmates looked so happy and full of love probably after being told they were pieces of shit for years finally felt some love and maybe someone was finally listening to them and felt some chance at redemption,Yeah. On that day Johnnie was their Saviour. Heartbreaking looks on those inmates faces. Its 53 years back and most of them have gone home to eternal peace together with Johnnie.,2021-01-24T04:02:02Z,2022-07-23T10:13:40Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,social_support,trust,7,10,C_trust,R_social_support
7e2B-thaJG0,I can't be the only one that kept looking for Merle.,"@LSU fan 413, do your research - this San Quentin show occurred in 1969 - Merle Haggard had been out of jail for many years by 1969 and was already on his way to becoming a star.  As an inmate, Merle Haggard saw Johnny Cash perform at San Quentin in New Year’s concerts in 1959-1960.",2021-01-19T19:20:34Z,2021-02-21T02:09:40Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,respect,conflict,0,11,C_conflict,R_respect
7e2B-thaJG0,"One of the most revolutionary live performances of all time, no one had the balls to go into a place like this and put on a great show but Cash. What he did for prison reform in America will never been forgotten.","Hello, how are you doing. I believe you are staying safe. I'm Patti from California. I'm looking for a new friend and i saw you pic here. I hope you don't mind, thank you.",2021-01-08T01:09:41Z,2021-03-11T00:23:14Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,trust,respect,2,15,C_respect,R_trust
7e2B-thaJG0,"I often wonder if the prisoners are still alive and if they ever saw the outside world again, this song is just a masterpiece",Who cares they are criminals who's crimes run the gamut from steeling to murder,2020-11-18T12:31:05Z,2022-09-06T06:41:54Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,conflict,respect,2,13,C_respect,R_conflict
7e2B-thaJG0,"I understood that, what became 
""San Quentin"" was originally a poem by one of the inmates. 

I think he played it 3 times in a row, only because the inmates couldn't get enough of it (and who on earth could blame them 😎) 
I don't really know that he dit any other song 3 times in a row, live on stage... ... 

Anyway, I think it's a amazing song! Both the lyrics, the fine tunes and the way he brings it. 
It just cuts like a knive and it sticks 🤘

It also was a privilege to learn this as my very first song on guitar. 🎸",I know on the original release it was played twice. Then when the first reissue came out in the late 90s it was still twice. Then the Legacy Edition came out a few years after that...maybe it has it back-to-back-to-back?,2020-10-08T23:25:28Z,2022-06-28T05:54:29Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,social_support,romance,4,10,C_romance,R_social_support
7e2B-thaJG0,The faces of the inmates are haunting.  Johnny clearly understood and cared about them.,"Yeah but it  surprises me that all the faces were white.
Didn't black people know about crimes back then ?",2020-09-10T21:26:26Z,2022-12-14T01:54:05Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,knowledge,conflict,0,12,C_conflict,R_knowledge
7e2B-thaJG0,"I honestly can't believe they allowed him to play a song like this about San Quentin at San Quentin. Like really, that's pretty amazing.",I know right? I can't believe they let him sing it there to the inmates. That's all kinds of awesome.,2020-08-14T06:23:21Z,2021-01-23T23:30:52Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,conflict,respect,2,13,C_respect,R_conflict
7e2B-thaJG0,"He a great artist. His life must has many hardship, he alway look older than his age",Down to drug use in the year's leading up to this. But he's clearly clean here,2020-05-13T05:00:27Z,2020-06-07T14:33:19Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,knowledge,knowledge,3,12,C_knowledge,R_knowledge
7e2B-thaJG0,"Took a Lotta Guts fm Johnny to Sing To Prisoners, especially if a Riot Broke-Out.",Damian Bowyer you’re right but they respected Johnny he was one the only ones who showed empathy to guys like prisoners back in those days,2020-04-27T09:40:25Z,2020-05-08T18:37:00Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,respect,social_support,1,11,C_social_support,R_respect
7e2B-thaJG0,"Merle haggard was in the audience for this,bit of trivia. It made him go straight. At the time he was planning a escape with a pal. He changed his mind and started a band got early for good behaviour...that pal after Merle got out ,did escape,killed a cop,and was put to death. Sing me back home is a dedicated to that guy 🤯",Piss on all these dirty ass criminals ! Don't do the crime if you can't do the time !,2020-04-15T07:48:58Z,2021-05-27T04:09:01Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,conflict,conflict,0,13,C_conflict,R_conflict
7e2B-thaJG0,"2020, you've been livin' hell to me. 

I'd had enough after you took away Kobe.
I couldn't believe my eyes when I saw George Floyd die
And that's when I stopped askin' why.

2020, I hate every day of you.
You've cut me and you've scarred me through and through.
And I'll walk out a wiser weaker man;
Mister President, why can't you understand?

2020, what good do you think you do?
Do you think I'll be different when you're through?
You bend my heart and mind and you warp my soul.
The breaking news turns my blood a little cold.

2020, may you rot and burn in hell!
May coronavirus pass and may I live to tell!
May all the world forget you ever came.
And may all the world regret you did no good.

2020, I hate every day of you","that's moving
When Kobe left we knew someone was up to no good",2020-04-09T15:16:00Z,2020-06-01T14:38:04Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,knowledge,conflict,0,12,C_conflict,R_knowledge
7e2B-thaJG0,Live at San Quentin 1996!? Look like 60's. Maybe time stay still in prison.,Lawl XD  Either you're a bit dyslexic or they changed the title,2020-03-12T08:34:19Z,2020-03-25T03:32:49Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,knowledge,social_support,1,12,C_social_support,R_knowledge
7e2B-thaJG0,Johnny Cash seemed to know how the inmates felt. Maybe from reading all thier letters. I will always like Johnny. May he R.i.p. because he had a hard life for many years.,Johnny Cash went to prison 7 times. In total he served 1 week as they let him out after 24 hours each time.,2020-03-10T13:09:52Z,2020-06-27T20:17:41Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,knowledge,social_support,1,12,C_social_support,R_knowledge
7e2B-thaJG0,"One of the few songs that makes me cry. Nobody else stuck up for those guys who were behind bars. They might have done horrible things, but people deserve a second chance, and shoving them in prison and treating them like dirt is no help to anyone. Johnny was one of the few who stuck up for them. R.I.P.","America is even less compassionate now, judging by the hullabaloo over Lesley Van Houten being released after 54 years.",2020-02-13T13:48:23Z,2023-07-17T18:11:22Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,conflict,social_support,1,13,C_social_support,R_conflict
7e2B-thaJG0,This is the type of thing Johnny Cash did that drove right wingers crazy. He wasn’t always gospel and Jesus. There was a very different side to Johnny Cash.,"Chaos Live 
What exactly do you think this performance was about genius. Are you not listening to the lyrics? Which part of “Mr. Congressman you can’t understand” do YOU not understand? We need serious prison reform even to this day. Right wingers just like to bob their heads to the melody, but don’t listen. Why don’t you wake up and join the fight against for-profit prisons? Oh wait, you can’t understand...",2019-10-25T10:15:03Z,2019-10-30T03:46:30Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,conflict,respect,2,13,C_respect,R_conflict
7e2B-thaJG0,God love you Mr. John R. Cash! Miss you! Rest in peace.,"Hello, how are you doing. I believe you are staying safe. I'm Patti from California. I'm looking for a new friend and i saw you pic here. I hope you don't mind, thank you.",2019-10-22T22:16:12Z,2021-03-11T00:26:42Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,trust,respect,2,15,C_respect,R_trust
7e2B-thaJG0,"So by this logic he should have welcomed all these fucking rapists and murderers into his community?? These were dangerous individuals and here is singing, antagonising the wardens and police and criticising the prison system that keeps these nonce cases and violent murderers under lock and key which allow him and other members of society to live our day to day lives safe?","Relax, he was invited by the wardens.  These events keep the prison a safer place genius as the prisoners aren't as resentful.  Good thing clowns like you aren't in charge.",2019-10-01T19:49:40Z,2019-10-02T17:11:30Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,conflict,conflict,0,13,C_conflict,R_conflict
7e2B-thaJG0,Does anyone know where you can find the “Hurt” music video?,"Paul Accardi just search YouTube for “Johnny Cash Hurt” and it should come up. For a few different reasons, that song always made me cry. It’s so powerful",2019-09-03T13:02:37Z,2019-09-03T15:27:25Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,conflict,social_support,1,13,C_social_support,R_conflict
7e2B-thaJG0,I wouldn't mind a full release with video of his live performances in San Quentin & Folsom Prison. Maybe as a dvd?,"It's not all relased yet. The only thing from folsom is the audio, which is on the album.",2019-09-03T12:41:28Z,2019-09-05T23:59:09Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,similarity,respect,2,14,C_respect,R_similarity
7e2B-thaJG0,What was the point of doing these shows in this prison particular? Im a new cash fan,"TheSvartdemon He actually had performed in a lot of prisons. He related to them and wanted to bring them a ray of sunshine in their prison. They went crazy for him and he thought that their energy was better than any other crowd and wanted to catch that energy on a recording. He did an album at Folsom first then San Quentin where he write this song the day before and they cheered so much that he played it twice in a row. Maybe listen to the song, The man in black. He cared about people that had hard lives.",2019-09-03T12:25:31Z,2019-09-03T15:22:18Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,similarity,knowledge,3,14,C_knowledge,R_similarity
7e2B-thaJG0,"God, I wish i was a prisoner in San Quentin back in 69!","Piergiorgio Mura you really don’t, as JC said those men suffered there, if you really wanted to see him perform then just wish that you were at any of his other performances. Don’t trivialize their struggles",2019-09-03T09:19:53Z,2019-09-04T21:07:56Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,respect,social_support,1,11,C_social_support,R_respect
7e2B-thaJG0,"San Quentin, you've been livin' hell to me. You've guarded me since nineteen sixty three
I've seen 'em come and go and I've seen 'em die
And long ago I stopped askin' why

San Quentin, I hate every inch of you.
You've cut me and you've scarred me through and thru.
And I'll walk out a wiser weaker man;
Mister Congressman why can't you understand.

San Quentin, what good do you think you do?
Do you think I'll be different when you're through?
You bend my heart and mind and you warp my soul;
Your stone walls turn my blood a little cold

San Quentin, may you rot and burn in hell.
May your walls fall down and may I live to tell.
May all the world forget you ever stood.
And the world regret you did no good.

San Quentin, i hate every inch of you","I shot a man in Reno, 
Just to watch him die.
When the train whistles bowin
I hang my head and.cry.
I know I had it coming,
I know I can't be 
Free, 
And that train whistles
Comin and 
How It 
tortures me.* 
Sthin like that, at any rate. 
Folsom prison blues.
Great great song.",2019-09-03T07:49:26Z,2020-07-20T10:53:08Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,knowledge,conflict,0,12,C_conflict,R_knowledge
7e2B-thaJG0,"Now you're talking. I may unsub because missing him makes me sad. The Greatest Man, they don't make them like him anymore",As long as you listen to and enjoy his music he still lives on.   Hopefully in hundreds of years people still listen to his music.,2019-09-03T07:01:48Z,2020-08-07T20:40:07Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,knowledge,knowledge,3,12,C_knowledge,R_knowledge
7e2B-thaJG0,"Johnny keeps posting from Heaven, and that’s just fine by me.",Just goes to show that even death cant stop him from making music,2019-09-03T07:01:01Z,2019-09-14T04:33:25Z,"Johnny Cash - San Quentin (Live at San Quentin, 1969)",10,JohnnyCashVEVO,10,Music,social_support,social_support,1,10,C_social_support,R_social_support
9NpT-XXqoLE,"Nice job on your restoration. I am working my 25SNMY in Canada, have the lift cylinder and valve body out. Can you send me a link for any info regarding linkage and cam setups. Cheers","Hello 
I have a diagram of how the linkage goes from my manual if it's any use to you 
But before I dismantled the linkage I marked the clamps on the lifting cross shaft 
Cheers",2017-01-08T10:40:59Z,2017-01-08T16:29:57Z,Massey Ferguson 130 restoration Part 4,2,tractionengine11,2,Autos & Vehicles,social_support,social_support,1,10,C_social_support,R_social_support
2Uq7-Ul0Viw,I must be way out of touch. No caravan is worth £48k. Not sure where manufactures get their prices from or can justify them. I certainly don’t think k it’s worth that. Horrible leather seating as well.,Look out for our other upcoming caravan and motorhome related vlogs on the channel. There's a leisure vehicle out there for every taste and budget. Thanks for watching!,2023-02-09T09:47:06Z,2023-02-09T13:34:55Z,Swift Elegance 835 2023 - Is it worth £50k?!,22,Pitch up with the Pates,22,People & Blogs,fun,knowledge,3,17,C_knowledge,R_fun
2Uq7-Ul0Viw,"Leather yuk!  No special features to see,  only got full sized bed that I can see, not worth its money for the ordinary man",Look out for our other upcoming caravan and motorhome related vlogs on the channel. There's a leisure vehicle out there for every taste and budget. Thanks for watching!,2023-02-09T07:41:34Z,2023-02-09T13:35:18Z,Swift Elegance 835 2023 - Is it worth £50k?!,22,Pitch up with the Pates,22,People & Blogs,fun,trust,7,17,C_trust,R_fun
2Uq7-Ul0Viw,"£50k and that's without any options, unfortunately british caravans are outdated now with the draw pack under front window compared to European like Hobby and Fendt which have the C shape lounge seating, we just purchased a New Hobby prestige 650UFF 2023, with 4 movers, upgraded axles to 2.200kg, Aircon, solar, thule 4.5m x 2.5m awning, removable carpets, extractor fan, including delivery from Germany to Turkey for £40k,","Hi, thanks for watching! There are L shape seating options available, such as the Elegance Grande 850. Sounds like you have a great deal. We don't often come across Hobby caravans but if we do we'll be sure to have a good look around and vlog it! 👍",2023-02-08T16:22:46Z,2023-02-08T21:48:40Z,Swift Elegance 835 2023 - Is it worth £50k?!,22,Pitch up with the Pates,22,People & Blogs,power,similarity,6,16,C_similarity,R_power
Z66Gmh-4SvQ,"Strange, it is forbidden to serve with a step. Once there was Steve Denton .","No it's not. You can take as many steps as you like as long as you don't step over the side line, middle line or baseline before the ball is struck.",2024-06-20T14:49:10Z,2024-08-06T15:28:48Z,"Atypic tennis moves - Karsten Braasch ""crazy motion"" serve",22,Les pépites du tennis,22,People & Blogs,conflict,conflict,0,13,C_conflict,R_conflict
6QC5-0XVs8Y,is the dead skin what was all over her face before she washed it? I got it yesterday and I’m already in love but I’m a bit curious as to how it works lol.,catie rose I’m having a hard time finding a “how it works” video or really anything. :( so if you find one let me know!! Lol I’m curious to see how it works and what it does exactly. I got mine today and it smells amazing and makes my skin glow but is it really cleaning it??,2019-11-24T22:28:49Z,2020-01-27T04:39:57Z,How To: Jelly Glow Peel™,26,Bliss,26,Howto & Style,respect,respect,2,11,C_respect,R_respect
6QC5-0XVs8Y,Just got this n already in love on how bright it makes my face n fresh,Do you use this before or after you wash your face?,2019-07-25T03:38:49Z,2019-09-10T18:17:41Z,How To: Jelly Glow Peel™,26,Bliss,26,Howto & Style,knowledge,knowledge,3,12,C_knowledge,R_knowledge
-xx0F-xSclQ,I have no idea what you are talking about! you show a black favicon on a black background. Not a good idea!,That's a valid point! We did it to demonstrate the functionality of the feature. We'll keep this in mind for all future demonstrations. :),2020-01-12T09:46:47Z,2020-01-13T08:31:53Z,Custom Favicon | Feature Release,28,Mailmunch,28,Science & Technology,social_support,conflict,0,10,C_conflict,R_social_support
UiQd-6MfN1o,I put mayo on my pancakes u guys should try it😋,Helllooo 9 - 1 - 1 I’d like to report a crime,2022-12-21T21:47:48Z,2022-12-21T21:51:58Z,Memes About Food Are Hilarious,24,VaazkL,24,Entertainment,respect,power,5,11,C_power,R_respect
g70Zj7-R8js,This reminds me of the time that my friend Lisa swallowed a watermelon seed and a watermelon grew in her belly.,"Yea that's total BS. Your stomach acid would destroy it before it had any chance to sprout.   So she lied or you lied,  either way it's false information.   Google it.",2025-06-19T07:58:04Z,2025-06-19T12:10:02Z,"They thought it was an infection, turns out it was a TREE 😭",27,Grammar Guru,27,Education,conflict,conflict,0,13,C_conflict,R_conflict
V8nz4n-8hSc,Bro its not a celebration he literally said in a interview he didnt know he won,Okay. But video is about saving penalty and then celebrating! So I guess that's cold.,2024-03-27T12:18:33Z,2024-04-01T05:25:18Z,He's from Italia 🇮🇹🥶 #shorts,17,RX Football ,17,Sports,respect,conflict,0,11,C_conflict,R_respect
69BH-6dfTFI,"From the northern border of Mexico to the southern tip of Chile, 16 Nobels have been given.  The USA 🇺🇸 has 438 alone.  They’re stupid.  They don’t even have a remedial understanding of LAW.  SMH.  We don’t need them here.",Victoria they don't know law because they don't use laws in their own country😐,2019-09-02T01:53:41Z,2019-09-03T01:24:25Z,You Can't Cuck The Tuck Vol. 26,22,HIGH ENERGY,22,People & Blogs,conflict,conflict,0,13,C_conflict,R_conflict
69BH-6dfTFI,"The Colonel was making ]]arguments that Tucker unfortunately tried to spi[p be ""open minded"" and  pol agree to disagree. respectfully. ""The enemy of your enemy is not always your friend"" is what the Colonel was arguing for. I agree with Tucker on almost anything, so I hate to see it when he behaves such that he feels the need to win a news segment discussion. I have never seen Tucker be so closed-minded and dismissive before.",That’s funny because I’ve never seen the Colonel so closed minded,2019-03-01T12:01:36Z,2019-03-10T19:24:25Z,You Can't Cuck The Tuck Vol. 26,22,HIGH ENERGY,22,People & Blogs,knowledge,conflict,0,12,C_conflict,R_knowledge
69BH-6dfTFI,Why is she wearing so much make up if the point of the Burka is to shield herself form from all the evil rapist men?  Sincere question.,Because that's what feminists do. They want all the good things but none of the difficult ones.,2017-07-26T11:25:26Z,2021-02-22T17:48:05Z,You Can't Cuck The Tuck Vol. 26,22,HIGH ENERGY,22,People & Blogs,conflict,conflict,0,13,C_conflict,R_conflict
69BH-6dfTFI,I love this shit the editing is always on point lmao. Always rockin with high energy 🙌,Should remix Tuckers interview friday with that guy arguing against fighting ms-13 lol,2017-07-25T17:19:35Z,2017-07-30T05:58:57Z,You Can't Cuck The Tuck Vol. 26,22,HIGH ENERGY,22,People & Blogs,conflict,conflict,0,13,C_conflict,R_conflict
69BH-6dfTFI,"I learned something new today: 

When Russia bombs countries to kill their enemies = Hitler. 
When US / Nato bombs countries to kill their enemies = ???",That;s a Neo-Con for you they aren't supposed to make sense.,2017-07-25T15:21:18Z,2017-09-27T03:39:57Z,You Can't Cuck The Tuck Vol. 26,22,HIGH ENERGY,22,People & Blogs,conflict,knowledge,3,13,C_knowledge,R_conflict
69BH-6dfTFI,My god! Can't anyone DO anything about these roaming GANGS of Trump supporters terrorizing Chicago?! This poor deluded Muslim is LITERALLY SHAKING!,"Can't do much about it! They live on the southside with ""Big Al""!",2017-07-25T13:09:03Z,2019-04-02T19:08:32Z,You Can't Cuck The Tuck Vol. 26,22,HIGH ENERGY,22,People & Blogs,conflict,conflict,0,13,C_conflict,R_conflict
69BH-6dfTFI,"She doesn't feel safe when she takes a bus home alone? What does she see her reflection in the window and think, ""Waah! A terrorist!""",Probably because it's Chicago and she sees alot of black people on the bus lol,2017-07-25T12:00:07Z,2018-09-20T15:43:38Z,You Can't Cuck The Tuck Vol. 26,22,HIGH ENERGY,22,People & Blogs,knowledge,conflict,0,12,C_conflict,R_knowledge
69BH-6dfTFI,"""guns are more effective than karate chops"" ...Tc is a fucking legend",He is bro. I carry everywhere and will not live somewhere that I can’t carry. I’m too old to fight lol.,2017-07-25T11:52:18Z,2023-05-15T17:30:01Z,You Can't Cuck The Tuck Vol. 26,22,HIGH ENERGY,22,People & Blogs,similarity,conflict,0,14,C_conflict,R_similarity
69BH-6dfTFI,The second guy was a little slow. Wonder how many drugs he abused in his youth. It also shows that he doesn't read.,He also didn't have the main advantage of being either white or asian. Poor guy.,2017-07-25T09:38:28Z,2017-07-25T16:39:32Z,You Can't Cuck The Tuck Vol. 26,22,HIGH ENERGY,22,People & Blogs,conflict,conflict,0,13,C_conflict,R_conflict
69BH-6dfTFI,"Sorry about the delay. My computer/hard drive crashed and I stupidly didn't have some of my YCCTT files backed up. Oops lol. Oh well, I have it all sorted now and have all my graphics, horns, fonts, etc. So you better believe this one is jammed full of HIGH ENERGY with the amount of time I had to put into getting back on track. Enjoy lads! P.S. Major shoutout to the 2 lads who bought the shirts I linked to in the last video. Your support came in handy at just the right time with the sudden equipment replacements I had to make! Can't thank you enough for the support! P.S.S. lol at ""warior"" typo. Oh well I'm not redoing it lol. ","Yes mate, there's been some xxbr00tal tuckings lately been waiting for this :P",2017-07-25T09:10:39Z,2017-07-25T09:22:45Z,You Can't Cuck The Tuck Vol. 26,22,HIGH ENERGY,22,People & Blogs,fun,fun,8,17,C_fun,R_fun
69BH-96zhRs,"What is so tough about getting good grades in college?

She is such a phony.","@@jerrybrickley2115 because when ~60% of the graduates are majors in worthless studies. I.e gender studies, oppression, CRT, LGHDMI the list goes on.",2025-01-18T12:38:32Z,2025-01-19T02:22:54Z,DELUSIONAL Woke Leftists getting TRIGGERED and OWNED  - Clown World Compilation #70,25,Whatevenisthis,25,News & Politics,knowledge,conflict,0,12,C_conflict,R_knowledge
69BH-96zhRs,"Elons parents did own an emerald mine and his main skill is ripping colleagues off and taking advantage of situations so that he benefits while others lose out badly, ask the real invented of tesla and others he has conned",Yup. And he didn't start PayPal. He's like Zuckerberg...a puppet and face for the company.,2025-01-18T11:58:07Z,2025-01-19T03:34:39Z,DELUSIONAL Woke Leftists getting TRIGGERED and OWNED  - Clown World Compilation #70,25,Whatevenisthis,25,News & Politics,knowledge,conflict,0,12,C_conflict,R_knowledge
69BH-96zhRs,Elon Musk is possibly the most busy man in the world,"Liberals always believe the opposite of the truth, so you're probably 100% correct.",2025-01-17T23:01:40Z,2025-01-18T05:26:00Z,DELUSIONAL Woke Leftists getting TRIGGERED and OWNED  - Clown World Compilation #70,25,Whatevenisthis,25,News & Politics,conflict,trust,7,13,C_trust,R_conflict
69BH-96zhRs,Elon did not start pay pal nor did he start Tesla. Do some research,"6:30 He's also a hypocrite right here. He couldnt take someone saying he pays people to play path of exiles (which he clearly does, he doesnt play it enough himself to be the level he's at, he gets people to play for him) and he shadow banned that guy on X for speaking on it... so much for ""Free speech"" but he doesnt practice what he preaches.
All his ideas were other peoples ideas, hyperloop was someone elses idea, and space x wasnt his to begin with. Paypal was his and another guys idea, but the other guy didnt get the same riches. Elon is truly a hypocrite.",2025-01-17T22:32:22Z,2025-01-17T23:05:39Z,DELUSIONAL Woke Leftists getting TRIGGERED and OWNED  - Clown World Compilation #70,25,Whatevenisthis,25,News & Politics,conflict,conflict,0,13,C_conflict,R_conflict
69BH-96zhRs,Talking to the woke is just like talking to the deaf dumb and blind.,I learned how to text woke ? It's easy ? Just put a question mark after making a statement ?  ... I just got this camera from deal dash for $ 35.00 ?,2025-01-17T22:00:17Z,2025-01-17T22:59:13Z,DELUSIONAL Woke Leftists getting TRIGGERED and OWNED  - Clown World Compilation #70,25,Whatevenisthis,25,News & Politics,respect,conflict,0,11,C_conflict,R_respect
TCEuty-d0Zk,I’ve only played one FF game and that was 15. While I love tactical rpgs I’ve been kinda spoiled by fire emblem three houses which is arguably my favorite video game of all time so that’d probably be my pick. I definitely wanna play the tactics ogre remake and maybe triangle strategy though as those are supposed to be really good,"I haven’t played Fire Emblem yet, but that’s Ron’s favorite game of all time. I’m playing Tactics Ogre right now on ps5 and it’s great. Definitely check it out when you get a chance.",2023-04-07T15:21:35Z,2023-04-07T18:41:51Z,Greatest Tactical RPG of all time!?,20,No Niche Nerds,20,Gaming,social_support,trust,7,10,C_trust,R_social_support
TCEuty-d0Zk,Diablo 3 for me atm maybe Daiblo 4 if I play it,"I played the D4 beta, I'll probably pick it up to play with friends.",2023-04-07T10:09:08Z,2023-04-07T13:48:04Z,Greatest Tactical RPG of all time!?,20,No Niche Nerds,20,Gaming,similarity,fun,8,14,C_fun,R_similarity
X7J3-4mC6ws,Played around with a few never owned one they still suffer the problem for a good sport bike they could never be as the torque steer and shaft drive together would gyro the bike when adjusting throttle position and that is too dangerous in corners or coming into corners hot IMO...,But I did ride a coffin tank chopper with suicide clutch 1600 CC Volkswagen boxer attached to BMW clutch driveshaft rear end... 4th gear at 140 mph with plenty of pull was the craziest machine I've ever piloted...,2022-02-12T22:35:09Z,2022-02-12T22:39:32Z,The only One motorcycle in the World with an  in line horizontal engine !,2,JAWA TINO,2,Autos & Vehicles,respect,respect,2,11,C_respect,R_respect
X7J3-4mC6ws,The reality was this bike was developed as  BMW  was loosing police supply   contract to Kawasaki and Honda who had faster and cheaper bikes.,The U.S. Departments demands an full liter engine displacement the brick cant provide so the japanese competitors made the deal.,2022-02-08T05:43:10Z,2022-02-09T18:26:33Z,The only One motorcycle in the World with an  in line horizontal engine !,2,JAWA TINO,2,Autos & Vehicles,respect,knowledge,3,11,C_knowledge,R_respect
X7J3-4mC6ws,"I was working at a BMW dealership when these came out. Compared to other 4 cylinders motors, I always had the impression that the K100's really didn't like to ""run"". I mean that they didn't rev easily, that they were only doing it under protest. They also vibrated, BMW had many ""updates"" concerning this. When they updated to the 4 valved 1100cc version the motor was more willing to be wrung out and smoother to boot. The K75 was the better of the 2 valvers though it was no powerhouse.",Advance the timing 4 degree and that old 4 pot will start to rev like it should!,2022-02-06T17:09:25Z,2022-02-14T01:29:25Z,The only One motorcycle in the World with an  in line horizontal engine !,2,JAWA TINO,2,Autos & Vehicles,conflict,similarity,6,13,C_similarity,R_conflict
X7J3-4mC6ws,"my dad bought 86 bmw k75c, he passed it to me with 250,000 kms it now has over 300,000. never failed yet, run n sound looks  like new still.  very durable no major repair.  only repair clutch cable and alternator brushes",I had an '86 K75C for years. Make sure to lube both ends of the clutch cable with a good grease routinely. The cable will last forever if you do that.,2022-01-30T12:32:40Z,2022-02-02T02:28:00Z,The only One motorcycle in the World with an  in line horizontal engine !,2,JAWA TINO,2,Autos & Vehicles,conflict,knowledge,3,13,C_knowledge,R_conflict
