video_id,comment,reply,comment_date,reply_date,video_title,category_id,channel_name
1w0K-wMyxL8,"Make ppl choose whatever affiliation they want and in those 3 categories, let us choose between them all. Makes everyone happy and makes it all EASY",Bro then one affiliation is gonna have more than the other yall be slow🤣,2023-09-03T19:42:11Z,2023-09-03T20:20:54Z,NBA 2K24 already dropped PATCH 1...,20,Joe Knows
1w0K-wMyxL8,Joe they confirmed the boost from affiliation doesn’t unlock animations or badges,yeah pinned a comment about that. That's good to know for sure but now we need to know what the boosts actually do lol.,2023-09-03T19:41:16Z,2023-09-03T19:43:32Z,NBA 2K24 already dropped PATCH 1...,20,Joe Knows
1w0K-wMyxL8,I rather have elite with playmaking and defense and rise shooting and slashing that’s just my opinion,That’s still pretty unbalanced tbh because one side is pure scoring and the other is basically support,2023-09-03T19:40:09Z,2023-09-03T20:49:54Z,NBA 2K24 already dropped PATCH 1...,20,Joe Knows
1w0K-wMyxL8,"Joe, i’m not making any builds until i see the post scorer you are gonna use 🫡",dropping my post scorer breakdown vid at 8 30 est tonight but then once I get in the official builder ill finalize my builds and let yall know so you can tweak it to your liking!,2023-09-03T19:39:11Z,2023-09-03T19:46:39Z,NBA 2K24 already dropped PATCH 1...,20,Joe Knows
4n95ZK-zA8g,Can u make me billionaire pls i subbed and liked the vid😢,Ye sure why not send me request on Son_Goku7104 also follow my profile,2025-06-22T07:20:11Z,2025-06-22T08:16:54Z,Almost hit a trillion 💀,22,Goku_PlayzX
RXUj-9V2-lY,"Well I’ll be darned, i would’ve never thunk it. See ya on Funks channel.","Hell yeah, another funks fan, i was immediately like yup ill be seeing this in a day or two",2022-08-29T00:11:17Z,2022-09-01T00:30:39Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
RXUj-9V2-lY,No way. The corded hammer drill beat out the dead makita impact!! Incredible!!,"I didn’t even know about the bigger drill, these videos are OBVIOUSLY for beginners like me if you already know EVERYTHING don’t watch it then",2022-07-06T04:51:22Z,2022-08-25T17:27:54Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
RXUj-9V2-lY,"Idk what’s up with that. I use my Milwaukee 1/4” drive fuel impact to build decks, install lag screws, work on cars, etc daily. I’ve done lags bigger than that back to back putting supports for decking. It puts it in there and will bury it all the way through the first 2x if I let it","Yup, they're beasts. We've also used long drill bits to reduce the work needed from the impact to put in 10"" lags. Much cheaper than a rotary drill haha",2021-11-30T05:28:16Z,2021-12-02T17:08:09Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
RXUj-9V2-lY,"Drive much larger timber screws with my deWalt, rigid, and makita drills frequently.   Don’t know what the deal was, but something isn’t right with the impact for sure.",I have an older 12v DeWalt screwdriver that drives long screws like a CHAMP. I've built sheds with it.,2021-11-25T19:55:51Z,2021-11-27T18:45:11Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
RXUj-9V2-lY,Cord?? Hahaha the future is now old man. Milwaukee Fuel and you’ll never go back,Had a Makita out preform my Milwaukee fuel 18volt the other day I was really surprised,2021-11-24T21:53:19Z,2021-12-05T23:33:36Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
RXUj-9V2-lY,People can say what they want but there's a reason I refuse to give up my old corded power tools.,"They work basically forever, and there's a limited number of charges for each battery.
I hate cords, but there's a few tools that need to be corded. Like chop saws, angle grinders, bench grinders, etc.
Cordless is nice, but never worth ruining your batteries over.",2021-11-24T17:35:46Z,2023-12-31T10:29:01Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
RXUj-9V2-lY,"Those tiny impacts are actually incredibly powerful, they do 99% of what anyone expects then to do.",Exactly. I have my own lxt set and love them. Does dam near everything around the house that I need to do. Even have a circular saw from makita,2021-11-24T14:42:29Z,2021-11-25T15:19:28Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
RXUj-9V2-lY,It would have been a different story if he was using Milwaukee,"Would have been a different story if he used a higher end makita, not the small hobby stuff.",2021-11-23T15:16:18Z,2021-12-01T18:38:41Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
RXUj-9V2-lY,Remember that those battery operated tools are just not made for heavy duty jobs.  The hammer drill he used at the end is powered by electric compared to to battery that uses on so much amount of power.,"You have never used the new Milwaukee’s, DeWalt’s, Makita’s or FLEX’s have you. And, for the record, he didn’t bring out a hammer drill at the end, that was a Bosch Bulldog rotary hammer, big difference.",2021-11-23T14:54:21Z,2021-11-27T05:20:24Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
RXUj-9V2-lY,"I can drive 8"" 1/2 lags without predrill no problem with my Dewalt and drive those timber locks even faster.",No chance it’s “no problem” my brand new dewalt atomic would struggle. Gets the job done but it’s not no problem,2021-11-23T01:14:13Z,2021-11-24T03:19:05Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
RXUj-9V2-lY,Where can you get those screws? What's the brand? Thank you,"Looks like a ""Timber lock"" also have some called"" head lock "" in various sizes and a couple colors.  I know home depot sells them and a few of the other hardware stores in my area",2021-11-23T00:32:21Z,2021-11-25T10:35:25Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
RXUj-9V2-lY,Using a 5inch long bit wont help like haha i have that impact i bet it would sink that longer screw half way with a normal bit,Same thing happened to me building my aunts deck had the barrel on with hex bit on was trying to remove it my impact just wouldn’t do it  so I took the extender off and it worked first time,2021-11-21T12:55:22Z,2021-11-21T18:10:59Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
RXUj-9V2-lY,"Let's try these cordless tools vs this corded, higher Amp draw, drill designed to do the job. Use a shorter chuck for more torque or a bigger tool when you just need more torque then a cordless tool (🤦‍♂️) I mean cmon was he expecting his 1/4 to have the power to do that?",I know that’s why if I’m using skrews bigger and 200mm I take my barrel extender off had a problem with my Bosch hex bits while building my aunts decking took the barrel off for a change and it worked the hex bit  had no slot for my impact so kept falling out lol I usually hang a lot of sheets an house bashing tho so I keep it on for speed of changing bits,2021-11-21T10:29:34Z,2021-11-21T18:06:38Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
RXUj-9V2-lY,"It is the torsion efect of long Screws that works against impact Drivers.
Nothing beats a top class strong battery drill.","Yeah but the smallest size cordless Milwaukee or dewalt impact will drive a screw that long easily, as long as the battery is fresh.",2021-11-20T22:58:31Z,2021-11-26T22:23:41Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
RXUj-9V2-lY,Way to test it with a non-brushless and the old model to make yourself feel better about using corded drills 🤮,Non brushless is the old model and brushless is the new one you used a double negative,2021-11-20T15:26:33Z,2021-11-23T05:51:56Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
RXUj-9V2-lY,Ah yes 2 batter powered tools that aren't even top of the line anymore compared to a 110v rotary hammer drill. yep good comparisons,Presumably he's just showing the difference between the 240v vs the battery powered,2021-11-20T13:13:08Z,2021-11-20T15:53:13Z,Non Powerful Drills👎 #shorts #drill,26,Tool_Tips
KCZrT7-0O74,Tick tock down counts the clock to another session... I can not wait planning to tune in and pump the volume way up for all to hear(yes even those who don't want to will mawhahahahaha),"this is great, if I am fine I could stream also (but then shitty wifi usb is cutting the connection)",2021-10-30T04:09:03Z,2021-10-30T18:25:24Z,Halloween Special mix (EBM / Dark Electro / Industrial) from DJ DARK MODULATOR,10,Dark Modulator
R0jh-PdbFUU,"Susie 😍, your video is a real treat for the senses! 😋 The atmosphere of the restaurant, the delicious food and, above all, the unbeatable price-performance ratio make you want to go there immediately. I find the combination of the grilled meat and the grilled pineapple particularly exciting - a perfect mix of savory and sweet. Your enthusiasm is really infectious and I'm already looking forward to your next culinary adventures. Thanks for sharing! 🌟🍍🥩","Thank you, Christian, for your comment. I always appreciate you and your support!",2025-01-20T11:53:36Z,2025-01-21T01:56:13Z,Unlimited lunch at Brasao for $30 🍴,19,Easy Quick Meal
R0jh-PdbFUU,"An unlimited lunch for just $30? Sounds like a foodie’s dream come true! 🍴😋 Hope you enjoyed every bite at Brasao! Cheers, Jörg 👍",Thank you so much for dropping by my friend! Stay connected!,2025-01-20T07:11:10Z,2025-01-21T02:03:18Z,Unlimited lunch at Brasao for $30 🍴,19,Easy Quick Meal
QsSa-R-j42o,Your Nursery is so Pretty and Organized!  Beautiful Babies!  Good Advice too!  Thanks for Sharing with Us 🙂,OMG! Erica I'm star struck!!!! you are so Beautiful and have such beautiful babies! thank you so very much for watching! and please Hug Layla for me! xoxo,2023-04-14T15:48:29Z,2023-04-23T22:30:09Z,"what all reborn mommies and collectors "" NEED TO KNOW!""",26,THE COUNTRY COTTAGE
Zf5j4K-5AKI,"The funny thing is that two of them might be on the eagles next year. My bad, Parsons or Garrett might be an eagle next year.",Parsons has his fourth and 5th year option so he’s on the team for 2 and I definitely don’t see Jerry trading him to the eagles of all teams,2025-02-04T04:37:33Z,2025-02-04T05:26:52Z,Lanes Johnson's top 3 pass rushers in the NFL 💪 #SuperBowl #football #NFL #eagles,17,NFL on FOX
IQJI-DHMF48,Nice shots man whats ur rank may e we could play im a plat 2,"@@Skytz49 I’m champ in 2s and diamond in 1s and 3s but forsure we can play some day

Add my epic:
GreaserRL.YT",2024-12-21T01:09:16Z,2024-12-21T02:12:03Z,Improving day by day 😮‍💨💪🏼 on #rocketleague #rl #rocketleagueclips  #shorts #shortvideo,20,GGreaser
BUM5lQ-98Cw,I'll  talk to you throw the whole door .whole  conversation. that real,Don't stand in front of the door somebody could shoot through the door. Then it is all over for you. Stand beside the door if you want to talk through the door. Better be safe than sorry.,2022-09-18T20:22:59Z,2022-09-19T00:16:12Z,Black people home alone when somebody start knocking,23,J.One.8
BUM5lQ-98Cw,When you don't realize you talking loud as hell. They heard him outside before they knocked. 😅,"They can hear me have a full conversation while screaming at the TV, I still aint answering lol. Better call or text me first",2022-09-18T20:12:38Z,2022-09-18T20:44:52Z,Black people home alone when somebody start knocking,23,J.One.8
BUM5lQ-98Cw,"*White people opening the door entirely without checking who is on the other side*

“OH HI THERE 😃”",Wanna bet. Smart white people say come on in met my ARK15 ... and  my pit bull .,2022-09-18T20:09:52Z,2022-09-18T23:17:51Z,Black people home alone when somebody start knocking,23,J.One.8
BUM5lQ-98Cw,"I’m telling ya!! But frfr get one of those door bell cams, I got a eufy, it text me live video anytime time someone walks on or near the porch",Same here I have that same doorbell...but even if I know who it is...dont show up unannounced you will be standing out there. I love to relax at home...dont show up unannounced..I need to prepare for your arrival.,2022-09-18T19:55:42Z,2022-09-19T02:10:15Z,Black people home alone when somebody start knocking,23,J.One.8
BUM5lQ-98Cw,I’ll literally peep at you threw my blinds watching as you knock 😂 then later text you I was sleep 😭,Me too then walk away! Lol 😆 plus I don't feel like getting dressed!,2022-09-18T19:54:31Z,2022-09-18T20:19:58Z,Black people home alone when somebody start knocking,23,J.One.8
BUM5lQ-98Cw,I thought that was just me. If you didn't let me know that you wanted to come over I'M NOT ANSWERING🚪 Period 🤣,I'm sure you have to turn down lots of uninvited guest.,2022-09-18T19:53:37Z,2022-09-18T20:04:51Z,Black people home alone when somebody start knocking,23,J.One.8
1nnaVE-lhQg,"It took several shadows to defeat tenebris + they had a lot of support like sensei and mei, and the stranger strongest than time, fate, created half a billion universe, and countless worlds, he surpassed the shadow in all worlds, and erased him from all worlds, thus the stranger>tenebris, he has early defeated him, since he erased tenebris form all the universes, in principle, even if he meets him he will simply erase him from the universe. This is neg diff","Nice joke, that is only gameplay that it takes multiple Shadows.",2025-02-21T08:46:53Z,2025-05-29T17:53:32Z,Tenebris Vs Stranger | Idk why I did this,22,B U L L Y   V E R S E
1nnaVE-lhQg,"Oreo joined the chat and trying to prove this shadow uw is stranger victim 😢
W edit","Thanks + that's one of the most delusional takes ever, stranger is a fatum victim. 🗿",2023-09-17T13:51:25Z,2023-09-17T14:04:26Z,Tenebris Vs Stranger | Idk why I did this,22,B U L L Y   V E R S E
oeR8-wGqTQ4,lets be frends where do you live and how old are you you don't have to awncer,"Hii! We can be friends, but I don't feel comfortable saying where I live or my age❤",2025-04-19T23:20:27Z,2025-04-20T07:36:15Z,tail went bye 😭😭 #therian #furry #bloopwr,24,~` 04k_C4n_tr0t ˠ
Fk5F-u4r-Yk,No Need To Hate Israel No Need to say free Palestine Only Beggars Say that All we want is Peace No War.,I know right like saying free Palestine won't free Palestine unless you join the army of Palestine,2024-08-08T03:25:09Z,2024-08-08T21:22:45Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
Fk5F-u4r-Yk,"Spamming free palestine wont lead to peace, then the war will never ends.
#freeisraelandpalestine
#freekids
#peace
Who's with me?
👇","I'm from Brazil, I don't support anyone, but generally those that the media and the people, for the most part, are declaring unity with, are bandits of the worst kind, and these people are just a bunch of idle, lazy people who don't even care about themselves, much less of a country, both sides have ""heroes"" and are on the front line, DON'T WRITE CRAP ON THE INTERNET ""Free PaLesTiNa"" ""Free Bla Bla bla"" as if it helps anything...",2024-05-05T07:44:10Z,2024-08-24T03:09:36Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
Fk5F-u4r-Yk,"Do not insult Israel because Israel is the Prophet Jacob, peace be upon him, and the meaning of Israel is ABDULLAH, so do not insult Israel and do not call their state Israel, call them Zionists. 👍👍👍👍👍👍👍 👍👍👍👍👍👍👍👍👍👍👍👍👍",That was bani israil and this is Zionist israel both are different,2024-03-11T00:31:07Z,2024-09-28T02:38:15Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
Fk5F-u4r-Yk,"Off course if you put oppresor to indegenous neck for 75 years,",Israel is the indigenous land lol. There is so much evidence. Research and get a life before you comment.,2024-03-03T09:15:05Z,2024-03-05T00:04:02Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
Fk5F-u4r-Yk,"Of course the comment section is full of the ripoff of the it’s not a mistake, it’s a masterpiece propaganda thing.",Yeah fr. All these kids think that they are so Sigma rizz skibidi ohio by supporting Palistine. And they dont even know anything about the conflict except the biased af propoganda they see on TikTok.,2024-03-02T01:54:02Z,2024-03-05T00:07:37Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
Fk5F-u4r-Yk,"What is israel ? A bunch of criminals on a stolen land, unlike Egypt, Syria, Iran and the Palestinians who have  roots and history to their lands",Learn history lol. Israel is the original land. There is literally physical evidence showing that Israel is the land of the jews.,2024-02-28T22:08:07Z,2024-03-05T00:10:08Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
Fk5F-u4r-Yk,"Bro forgot that it was actually all palastine in the beginning  , I guess bro DOSENT knows history","lol You are the one who doesn't know history, before 1948, there were the British, and before them the Ottomans.. Palestine never existed.",2024-02-28T19:49:36Z,2024-03-03T09:45:04Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
Fk5F-u4r-Yk,"Learn History People! Y'all are seriously trying to kick out an entire religion where it originated from? The Jews have Legal right for where they are and Y'all trying to kick out or wipe out an entire religion? I Ain't supporting Israel here, but I ain't Supporting Palestine Either, YALL SHOULD SUPPORT PEACE, NOT WAR, THIS PALESTINE SUPPORT OR PICKING SIDES IS STUPID!",For real. Yeah fr. All these kids think that they are so Sigma rizz skibidi ohio by supporting Palistine. And they dont even know anything about the conflict except the biased af propoganda they see on TikTok.,2024-02-28T00:31:49Z,2024-03-05T00:11:06Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
Fk5F-u4r-Yk,Why you don't show us before 1948 in this time before 1948 there was nothing call it 🇮🇱💩 only palestine.,No. It it was Israel’s land first. There is literally physical evidence that shows that it is the land of the jews. So stop crying lol.,2024-02-26T19:15:24Z,2024-03-05T00:13:57Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
Fk5F-u4r-Yk,"Guys, read the Bible and you will understand why Isreal is here. 

And please stopping spamming Free Palestine in this comment section.

We're supposed to love each other and work together, not create division and hate each other.",Yeah fr. All these kids think that they are so Sigma rizz skibidi ohio by supporting Palistine. And they dont even know anything about the conflict except the biased af propoganda they see on TikTok.,2024-02-26T07:21:30Z,2024-03-05T00:14:22Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
Fk5F-u4r-Yk,"You all know very well that none of these countries support Palestine
Their people may be pro-Palestinian, but their government is with Israel
Iran is the only country that supports Palestine and gives it ammunition and military weapons
Most of the sanctions in the world are against Iran
Iran is a country that pays to support Palestine
If there was no Iran, there would be no such thing as Palestine.     #PERSIA #IRAN #PERSIAN_GULF","Palestine would not exist without Iran.. really :) First of all, if you are an Islamist you should stop attacking Muslims. You show with your profile picture that you want to invade Azerbaijan.",2024-02-23T12:29:23Z,2024-02-23T13:02:33Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
Fk5F-u4r-Yk,"Assalamu'alaikum warahmatullahi wabarakatuh,
Let's pray for our Palestinian brothers and sisters so that they will gain victory and independence🤲 ""O Allah, protect our brothers in Palestine and love our brothers, O Allah, give victory to our brothers in Palestine, O Allah, may Palestine will soon become independent, O Allah, punish the Zionists who exceed their limits. Amen, Rabbal Alamin. That's all for forgiveness if something goes wrong because perfection belongs only to Allah🙏 Don't forget to support our Palestinian brothers #gazaceasefirenow #GAZACEASEFIRENOW#GAZA#FREEPALESTINE #SUPPORTPALESTINE #SUPPORTGAZA #PALESTINE 🇮🇩💖🇵🇸 Wa'alaikumsalam warahmatullahi wabarakatuh🙏✨️🇵🇸🇮🇩.","First they have to remove Netanyahu, the Orthodox Jews who are in the CisJordania and also remove Hamas
and after there, do something similar to what the Oslo agreements were",2024-02-21T05:18:12Z,2024-02-25T22:33:35Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
Fk5F-u4r-Yk,"99% Of The Comments:
""Free Palestine""
000000.0000000% Of The Comments:
""World Peace Pls""
Me:
""U GUYS STARTED WAR ON MY MOMS BIRTHDAY AND SHE'S IN ISRAEL, YOUR ACT ON SOCIAL MEDIA IS UNACCEPTABLE, YOU GUYS DISRESPECT ISRAEL, AND EXCPECT ME TO SUPPORT PALESTINE?""",I’m sry for your mom dude I stand with Israel tho🇩🇪🇺🇸❤️🇮🇱😊,2024-02-19T07:56:51Z,2024-11-06T03:08:34Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
Fk5F-u4r-Yk,"This lands support palestine 🇵🇸
 1.🇸🇦
2.🇹🇷
3.🇵🇰
4. And more",Bro i’m turkish ı don’t support palestine go and research history,2024-02-11T10:38:58Z,2024-02-24T21:05:01Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
Fk5F-u4r-Yk,"Remember y’all, Israel is at war with h@mas, not Palestine so stop saying free Palestine, it’s annoying.",thx god i found a person who know something about the conflict and have common sense which become preaty rare this days so maybe lets start call common sense rare sense becuase its definently not common anymore,2024-01-17T16:00:58Z,2024-01-25T08:53:30Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
Fk5F-u4r-Yk,"Why Palestine deserves nothing at all:
1: they are not even a country
2: they don’t tolerate any other people
3: they kill innocent people which have nothing to do with the conflict, just to spread their religion. I come from Belgium and I see that all the time

Just wait until America comes around he corner and you will learn, terrorists","When Nazi Germany occupied Belgium, why did the people resist?
Why weren't you the terrorists?
Simply because you are the oppressed
Believe me, my friend, I am from Syria, and what Israel is doing against the Syrian people is a crime against humanity. Almost every month, it sends its planes into Syrian territory to bomb airports and residential places.
So what about what they are doing in Palestine?
You should not take your information from the news
Read history and you will know who is right",2023-12-03T13:06:29Z,2023-12-03T19:37:44Z,Israel and enemies by year #countryballs #country #israel #shorts #palestine,22,hus6v
hZhI-iTdIWg,If it were like $120 sure but for $849 I could facebook marketplace an entire home gym setup that allows a wide range of workouts.,"There's a high premium that comes from gym equipment that both lowers how much space it takes up, and performs multiple functions. People would definitely pay that, living in tight apartments.",2025-03-23T18:21:54Z,2025-06-08T14:16:58Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,"If you’re building muscle, you want the eccentric to be where you’re lifting the most weight, whilst often people create exercises with bands like this, where the most resistance is at the concentric, means you’re wasting so much more energy and having less to show for it, stimulating less hypertrophy, bands can be good for some exercises, especially in regards to assisting a lift, like in the case of pull ups prior to having the strength to do it without, standard weights are often better at providing the most resistance in the eccentric movement and not less","TLDR: More band or rope stretches, the harder it is to pull, it should be hardest to pull when muscles in your arm are most extended instead it’s hardest to pull when the muscles are the most contracted meaning more energy for less muscle growth",2025-03-21T22:54:46Z,2025-03-21T22:56:47Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,Its crazy the more rich people are the more they get free stuff. Resturants will give celebrites free food before the guy starving on the street,This is America. It’s by design. Not a bug-it’s a feature,2025-03-20T01:21:00Z,2025-06-09T13:32:43Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,"if you work out even a little bit, you would know that $849 is an insanely fair price for something like that.",Nah not when you can get a set of adjustable weight dumbbells from bowflex for half that lol,2025-03-01T05:24:43Z,2025-03-02T17:48:57Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,"I love how excited the millionaire gets as he asks ""are these ours to keep?""
Tell you what, you cheap fk, BUY one.  You rich scumbags get enough free stuff.",Lol Billionaire makes it sadder.  Damon is not a millionaire and neither is Kevin or Robert,2025-02-18T21:27:42Z,2025-02-19T01:27:46Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,"this is why learning physics is important fellas, what is simple to you is some sort of magic to others",bros walls in real life are probably just degrasse tyson qoutes. Bro probably says to atleast one stranger a day that the universe is so big we cant eve begin to comprehend it.,2025-02-17T14:41:41Z,2025-03-16T18:34:04Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,"the problem is, with normal dumbbells you can do a lot of exercises for various muscle groups. here you pay $849 just for training your bicep basically",You can do a ton of exercises with these. What are you talking about?,2025-02-11T03:59:04Z,2025-02-11T08:40:54Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,"For that price, i could go to my local gym for almost 3 and a half years amd get better results 😂😂😂",The point is that you don’t need to go to a gym 🤣🤣🤣🤡,2025-02-09T18:16:50Z,2025-02-09T18:44:33Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,You’re nuts if you think 850 is a good price. These are resistance bands. You can accomplish many of the same things for a fraction of the price. Or just buy a bench and dumbells.,"It’s magnetic resistance vs elastic resistance, you barely even feel a difference but magnetic is way more expensive, it’s really just smoother and safer but not worth the price imo",2025-02-02T10:30:39Z,2025-02-15T21:04:27Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,"You can get a set of plate style dumbells from 5-100lbs for like $300 

They are WAYY overcharging for the product and thats why the sharks love it. That thing is just a coil-spring loaded reel with a manual tension adjustment 😂",And your shirt from walmart is just plastic your point? Do you even know how economy works?,2025-01-31T18:58:34Z,2025-01-31T21:45:47Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,Why pay that much for that when you can just get a gym member ship for 20 dollars 😭,"So you iwn it for life? The rich own the poor borrows.,",2025-01-31T01:15:38Z,2025-01-31T21:48:31Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,Curling 45 is not as easy as he made it look 😭,"Finally someone said it! I lift and a 45 pound dumbell curl is no problem at all, but his body didnt move or struggle at all. 45 is not ""light"" it definitely takes some effort.",2025-01-31T00:05:44Z,2025-01-31T04:59:24Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,"This would be a really good addition to a gym, and if a way to fix it into a wall it could be an even better home exercise.",No.  Gyms got cable towers with weight stacks.  There's no need for something like this. This could be good for travel. 300 lbs on an airplane? Nah. 300 lbs in the back of your car? Doable but you don't really want that either.         Not that I believe this actually replaces that much weight.,2025-01-30T23:42:56Z,2025-01-31T04:44:50Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,"$849 to replace multiple dumbbell sets and lets me do cable exercises too plus the amount of space saving it gives, I think it's a good price. We got any reviews on the longevity of the product?",Prob 3-5 year. Wish in that time you would earn way pass 1k making these product have value.,2025-01-30T21:44:50Z,2025-01-31T21:56:09Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,Is 45lbs a lot or average? I mean he lifted pretty easy.,"The effort he put in makes it look closee to 20-25 pounds. That was absolutely not 45. I lift and a good form curl (which he did here) takes effort to get a 45. Its not a crazy amount, but id say most people may not be able to do it. This was a 20-25",2025-01-30T15:37:06Z,2025-01-31T05:02:55Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,"Robert bicep curling 45 lbs is actually pretty impressive for a guy his age

Edit: so many badasses in my replies who have been curling 45's since the cradle","glad someone else said it, he did pretty smooth too. im 30 and ill throw my back on 45s haha",2025-01-30T14:57:37Z,2025-01-30T17:02:46Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,Just get a set of resistance bands if your looking for this kind of workout. The set I have offers 300lbs of resistance and costed about $40. The downside to this kind of workout is that you don't have any negative resistance.,"Actually bands are better than that machine, that machine actually has zero negative resistance, bands have negative resistance on the extreme end range",2025-01-30T11:01:20Z,2025-02-01T04:08:53Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,For 849 I can go to the gym for 4 years...,But this last for 6 years and you own it and its your private gym.,2025-01-30T06:38:10Z,2025-01-31T21:57:28Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,more than 800$ when you can get the same with multiple weights with less than 50$,BS. Where are you getting 5-330 pounds for less than $50?,2025-01-29T02:07:22Z,2025-02-11T08:34:34Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,"“Is that 50?”
“That’s 12…… Level 12, about 45lbs!”
So it was about 50 😂",Yeah; he said what level it was on first because he uses that to figure out heavy it is. He was clearly doing a calculation while he was speaking.,2025-01-28T22:53:10Z,2025-01-29T06:07:39Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,Imagine you're bench pressing 135 lbs and the machine bugs and there's suddenly 300lbs trying to end your life.,"dude how, you don't have to cross the cables around your neck you psychopath",2025-01-28T15:06:26Z,2025-01-29T22:16:09Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,why is it once you can afford to buy anything you want all of the sudden everything is free to you..,"To save money? 
Like how the rich STAY rich? Is cause the rich option is just expensive enough for the poor not to get but just cheap enough then when we buy stuff it don’t make a dent on my account. The cheap trash nuggets for 2 days $10. The expensive natural nuggets for four days? $13-15.  You get it?  I just spend on the most expensive glasses. The cheapest at my eye doctor was $300, the pricer ones $2,000. With in one week i not only keep my 2k glasses but by the time they break i have 30k to replace them and buy other stuff.",2025-01-26T21:31:58Z,2025-01-31T21:54:15Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,$800? I'll just continue going to the gym. Better that way,i think its more for the gyms to buy. You would be surprised to find how expensive gym equipment can be,2025-01-25T19:35:39Z,2025-01-26T01:44:58Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,"I know how that probably works: Magnets, increase the magnetic field, increase the resistence, increase the simulated weight.",The dial increases the Tension on the Springs or adjusts the gears that are connected to a Drum which the cable is spooled on therefore increasing the resistance. Works like those Pilates Bands in a way.,2025-01-25T18:57:40Z,2025-01-25T20:57:44Z,Robert Accidentally Creates the Best Ad,22,Wisemind
hZhI-iTdIWg,"I’m not even gonna lie, this probably the only time the price made sense to me","nah, he was asked how much it costs to produce this thing and he avoided that question, ergo, it must be that cheap to made that he didn't want to publicize it to the people watching that, which means that it's really overpriced.",2025-01-25T17:07:20Z,2025-01-25T21:38:28Z,Robert Accidentally Creates the Best Ad,22,Wisemind
